Time,V,n,m,h
10.08,-64.7175,0.41942212,0.021606956,0.43523812
10.09,-66.53378,0.42355314,0.019919893,0.44415703
10.1,-67.05513,0.41631684,0.026732232,0.44037795
10.11,-65.1707,0.41302958,0.05209215,0.43201956
10.12,-66.51294,0.42206332,0.038980488,0.44500113
10.13,-64.889984,0.42037022,0.054231226,0.43876645
10.14,-67.4854,0.42280984,0.032577224,0.4457028
10.15,-65.821915,0.42566738,0.046679784,0.43212384
10.16,-63.374557,0.42019776,0.046323728,0.43986934
10.17,-65.241135,0.4118529,0.03472788,0.44854993
10.18,-68.1038,0.41966176,0.06338665,0.44759777
10.19,-67.46235,0.42889506,0.020174908,0.4432373
10.2,-68.37398,0.42149428,0.024499279,0.44237086
10.21,-66.305115,0.4168906,0.041858286,0.4386917
10.22,-65.34186,0.40920234,0.049887218,0.44330937
10.23,-66.05128,0.41343445,0.012012694,0.4342334
10.24,-68.12909,0.4221983,0.05226177,0.4468196
10.25,-65.31042,0.41867998,0.04787231,0.44392112
10.26,-68.69966,0.41955543,0.02181259,0.4427776
10.27,-67.68793,0.4099832,0.04951565,0.44757012
10.28,-65.40763,0.4231968,0.052582897,0.43963352
10.29,-66.01128,0.41136023,0.026930228,0.4521096
10.3,-66.808495,0.41369915,0.015777953,0.4476931
10.31,-65.14741,0.42376313,0.024270076,0.44139966
10.32,-66.67085,0.41975754,0.04057649,0.44837704
10.33,-64.94462,0.41913146,0.03124706,0.44779828
10.34,-69.21756,0.41460332,0.05733592,0.44795755
10.35,-64.42354,0.41721615,0.040929288,0.45554975
10.36,-68.52272,0.41722816,0.06122101,0.44307536
10.37,-64.87093,0.4129689,0.034655932,0.44731542
10.38,-66.81868,0.42215657,0.03827984,0.44858158
10.39,-63.320255,0.41775388,0.037523065,0.43500742
10.4,-65.21207,0.42235416,0.044151723,0.4387017
10.41,-67.74046,0.41480947,0.05323755,0.44752398
10.42,-63.867134,0.40118572,0.04471738,0.4548472
10.43,-67.13185,0.42259556,0.054776635,0.44269937
10.44,-63.912514,0.4197995,0.06272347,0.4548552
10.45,-65.81235,0.41618487,0.04829953,0.44173306
10.46,-66.89129,0.41488585,0.03996363,0.4420971
10.47,-63.03156,0.40585467,0.040519383,0.43929857
10.48,-67.60744,0.41098815,0.047582626,0.44754866
10.49,-67.0527,0.41463977,0.06737289,0.4407223
10.5,-64.201454,0.4130406,0.024787376,0.43996862
10.51,-66.59703,0.4147584,0.038267843,0.44114715
10.52,-66.46651,0.40542525,0.044116825,0.45398492
10.53,-65.5003,0.41458294,0.035689726,0.44688913
10.54,-65.24167,0.4101835,0.031647414,0.44637108
10.55,-67.87158,0.40553406,0.045335237,0.44207054
10.56,-67.318054,0.40438217,0.06875391,0.4452376
10.57,-66.50143,0.41218945,0.046165586,0.43885252
10.58,-65.97371,0.40047714,0.05225303,0.4546825
10.59,-64.57455,0.41218093,0.017560644,0.45234072
10.6,-66.72587,0.40729252,0.069577344,0.45065346
10.61,-65.59327,0.42133477,0.0379911,0.44914743
10.62,-67.60972,0.41130486,0.033542532,0.45349467
10.63,-65.4134,0.421103,0.057179794,0.45475233
10.64,-66.82454,0.41161776,0.0393704,0.4563844
10.65,-66.82307,0.40851966,0.048359495,0.4486467
10.66,-66.10916,0.4181347,0.068367,0.44283712
10.67,-65.1414,0.41792718,0.050097033,0.44299686
10.68,-62.32109,0.40463132,0.051123817,0.4528351
10.69,-66.28468,0.41061464,0.05306401,0.44190437
10.7,-64.1709,0.40804267,0.047639392,0.45909077
10.71,-64.98444,0.40909058,0.061173577,0.4544983
10.72,-66.779884,0.4135563,0.038016878,0.44754896
10.73,-66.92998,0.40907064,0.044324134,0.45511952
10.74,-66.38909,0.4081508,0.07194554,0.4565231
10.75,-66.558105,0.41460097,0.008413695,0.45787016
10.76,-63.305756,0.40015355,0.058385856,0.4556016
10.77,-67.142876,0.4151313,0.039276212,0.44871405
10.78,-65.48761,0.41107598,0.037580434,0.44694683
10.79,-64.90209,0.40132394,0.033974342,0.46515876
10.8,-65.77083,0.40138313,0.04083432,0.45358542
10.81,-65.94223,0.4019513,0.048084702,0.4534717
10.82,-67.30811,0.39899462,0.036255423,0.4562004
10.83,-64.01894,0.40071723,0.05196466,0.45256835
10.84,-64.7927,0.41279712,0.058414426,0.45042136
10.85,-65.818474,0.40422407,0.034678217,0.44826412
10.86,-64.09241,0.40942192,0.047928687,0.45582846
10.87,-66.03841,0.40554827,0.055420294,0.44980255
10.88,-64.73676,0.40099156,0.046033792,0.46163633
10.89,-64.888054,0.41121632,0.07219739,0.45272
10.9,-63.365757,0.40225548,0.063646585,0.45627552
10.91,-65.00649,0.40434957,0.042222943,0.45325544
10.92,-65.904724,0.41245762,0.053448897,0.45930672
10.93,-63.978043,0.40987548,0.04885634,0.45543566
10.94,-62.574657,0.40613848,0.046644546,0.44909096
10.95,-64.48749,0.40868562,0.044292968,0.4579788
10.96,-66.36804,0.40245876,0.05790193,0.45590675
10.97,-61.274925,0.4044017,0.03159287,0.45296934
10.98,-64.62482,0.39708623,0.034487724,0.44819027
10.99,-63.883324,0.40636167,0.07805673,0.45305845
11.0,-65.25378,0.40124446,0.075667426,0.45720106
11.01,-63.083824,0.39965612,0.026957262,0.46057755
11.02,-65.979385,0.40755472,0.04037804,0.4581501
11.03,-63.59597,0.39927346,0.053179592,0.46317944
11.04,-65.79268,0.40678626,0.05843894,0.45921028
11.05,-63.179314,0.4087883,0.064083226,0.45199823
11.06,-62.97577,0.41036135,0.064868465,0.45025197
11.07,-64.52055,0.40297043,0.06839107,0.46476787
11.08,-66.49795,0.40095273,0.04885401,0.45329344
11.09,-62.89642,0.40614894,0.05154326,0.46208933
11.1,-64.213,0.40979287,0.052518703,0.45958617
11.11,-64.801994,0.3995257,0.07987061,0.44802764
11.12,-64.98977,0.4017139,0.056888048,0.45900527
11.13,-66.64102,0.39603633,0.065080754,0.45079988
11.14,-65.374855,0.40087846,0.05370131,0.45456517
11.15,-65.51707,0.40354085,0.0394166,0.45479304
11.16,-64.310844,0.40195265,0.06905469,0.45830363
11.17,-61.667984,0.40320683,0.022642836,0.4647759
11.18,-64.08878,0.39759526,0.029539812,0.45672777
11.19,-62.35864,0.39782825,0.06310158,0.45211017
11.2,-63.606968,0.40531534,0.041016303,0.46051663
11.21,-61.48107,0.4090475,0.036932215,0.45928168
11.22,-62.656612,0.40484193,0.049718022,0.45516202
11.23,-66.194,0.39407808,0.091527015,0.46006566
11.24,-60.069412,0.40369135,0.03401339,0.46352148
11.25,-63.584274,0.4017566,0.06906166,0.4651599
11.26,-62.86029,0.40199313,0.056170378,0.45753726
11.27,-63.76811,0.39585093,0.06898358,0.45706064
11.28,-61.845024,0.3983818,0.041633684,0.463402
11.29,-64.88525,0.39451507,0.093242586,0.46902925
11.3,-64.55968,0.39947844,0.040994853,0.46221685
11.31,-62.740715,0.39286333,0.063414246,0.46071348
11.32,-63.429935,0.40483108,0.05935617,0.4595885
11.33,-65.42092,0.4000663,0.06819636,0.45322576
11.34,-64.01011,0.39821282,0.059334368,0.46573612
11.35,-63.02741,0.397645,0.069535576,0.45690095
11.36,-65.90493,0.40683347,0.02669459,0.4598334
11.37,-64.025795,0.39623192,0.07366912,0.46686497
11.38,-61.834335,0.40004927,0.032312393,0.46930665
11.39,-64.546936,0.40127566,0.069063194,0.46513304
11.4,-61.070446,0.38839537,0.047916733,0.45326707
11.41,-64.76024,0.4002338,0.058736697,0.45963633
11.42,-66.72765,0.3862232,0.060969047,0.46755537
11.43,-65.65959,0.39166203,0.05605898,0.46964335
11.44,-66.66178,0.3994666,0.05135507,0.46217304
11.45,-61.2237,0.39766863,0.061119903,0.457724
11.46,-60.801735,0.400774,0.028187072,0.4664612
11.47,-63.51515,0.4054961,0.077701926,0.45871568
11.48,-63.78447,0.39472204,0.05899325,0.46769503
11.49,-67.02206,0.40454194,0.06981899,0.46781808
11.5,-61.91364,0.39933637,0.059910763,0.46513006
11.51,-67.46748,0.40272334,0.061945062,0.46007964
11.52,-63.41225,0.3955743,0.06347558,0.46186227
11.53,-64.47519,0.39441332,0.044179797,0.45771155
11.54,-63.237453,0.4021027,0.040688522,0.4609521
11.55,-60.86255,0.39488176,0.078427985,0.45351
11.56,-64.86934,0.39549282,0.07319388,0.4721693
11.57,-65.6139,0.4043127,0.023147497,0.46297854
11.58,-62.45786,0.39437553,0.05082957,0.46102944
11.59,-62.638634,0.40459597,0.082291916,0.4594052
11.6,-65.90037,0.39933315,0.07514912,0.46534792
11.61,-64.175735,0.3971574,0.052818067,0.45854214
11.62,-61.318253,0.395176,0.05027636,0.46564886
11.63,-61.709705,0.39757243,0.07929398,0.4647249
11.64,-62.926353,0.39366937,0.06616491,0.46612623
11.65,-64.9561,0.39861503,0.08282084,0.46263456
11.66,-63.75082,0.39204198,0.05440394,0.46556032
11.67,-65.36941,0.4060505,0.06498564,0.45966667
11.68,-63.439117,0.39887145,0.036717232,0.46912536
11.69,-60.945892,0.39453998,0.056304418,0.46717867
11.7,-60.764202,0.3916438,0.020263616,0.47060475
11.71,-63.00727,0.39809692,0.016223148,0.46500507
11.72,-61.96743,0.3957494,0.08524836,0.46482554
11.73,-65.894516,0.40309274,0.036142107,0.46410102
11.74,-60.42093,0.39673764,0.083975956,0.4742455
11.75,-62.623466,0.39621434,0.07392949,0.4616872
11.76,-62.969822,0.39521167,0.052361682,0.4630882
11.77,-61.963715,0.3950663,0.04415465,0.4652422
11.78,-67.02416,0.40193596,0.0513624,0.46690243
11.79,-63.46026,0.3866855,0.05454836,0.4656567
11.8,-66.066124,0.39533576,0.099294856,0.46226874
11.81,-63.95079,0.39904597,0.077432446,0.4635734
11.82,-61.311607,0.4049711,0.08523368,0.45769465
11.83,-64.22938,0.39971134,0.06819897,0.4625098
11.84,-64.342415,0.39040616,0.058662996,0.47596303
11.85,-60.852776,0.39098215,0.07554652,0.47285163
11.86,-63.283947,0.3931605,0.058842823,0.4649121
11.87,-64.34596,0.39945644,0.06882392,0.4705605
11.88,-61.658634,0.3868547,0.05956585,0.46454898
11.89,-64.4152,0.39010614,0.07131176,0.4634885
11.9,-63.67415,0.3851731,0.054961205,0.47164187
11.91,-62.478775,0.39582157,0.067201085,0.47311434
11.92,-61.674023,0.39597207,0.064159006,0.4670292
11.93,-63.52884,0.4002692,0.06931989,0.4626601
11.94,-66.126945,0.39460704,0.07724656,0.46664584
11.95,-63.345295,0.38023087,0.07777723,0.4689969
11.96,-62.706482,0.3981414,0.09737812,0.46348435
11.97,-64.27548,0.3992224,0.067195624,0.46242374
11.98,-62.700424,0.39628398,0.08089746,0.4685682
11.99,-62.51723,0.3909007,0.060093567,0.4718176
12.0,-59.775845,0.39385462,0.06940796,0.47291946
12.01,-62.6897,0.39486688,0.07559538,0.4640506
12.02,-60.819317,0.38827655,0.06632611,0.46080968
12.03,-63.253563,0.39234194,0.054709002,0.46599302
12.04,-61.186806,0.3987479,0.051282395,0.46624193
12.05,-61.171776,0.39270958,0.062323704,0.47246248
12.06,-63.583683,0.38923305,0.079145275,0.47633758
12.07,-64.018425,0.3916342,0.048543923,0.46997315
12.08,-61.348663,0.40013024,0.046133056,0.46691048
12.09,-60.66702,0.39443913,0.04891097,0.46148354
12.1,-60.780563,0.39514396,0.0901124,0.46044236
12.11,-60.257496,0.39297408,0.05045971,0.4759008
12.12,-63.18345,0.39103842,0.07100387,0.46436223
12.13,-64.50671,0.3983475,0.056297004,0.47295713
12.14,-62.410305,0.39436373,0.06998833,0.46732908
12.15,-64.68733,0.38916302,0.07943146,0.46547875
12.16,-63.30942,0.39567277,0.061596613,0.46693575
12.17,-65.93179,0.39035565,0.049491603,0.46314508
12.18,-65.91986,0.38166118,0.05955217,0.4732913
12.19,-62.31064,0.3964347,0.08084018,0.47152653
12.2,-65.17065,0.39488658,0.07541107,0.47401074
12.21,-64.148834,0.39539468,0.075679,0.47809848
12.22,-60.56973,0.39666674,0.05456591,0.46203637
12.23,-61.77893,0.38970897,0.06860146,0.46305698
12.24,-63.27656,0.38998476,0.09121037,0.46080467
12.25,-64.28303,0.3927204,0.045580443,0.47163996
12.26,-62.479347,0.3986035,0.057426576,0.47303665
12.27,-61.53595,0.39881638,0.080120526,0.46907988
12.28,-62.053875,0.39901558,0.05461686,0.4647403
12.29,-61.136593,0.3874148,0.098233566,0.4628822
12.3,-59.857304,0.39435422,0.05487161,0.46082416
12.31,-61.554096,0.38540375,0.09024622,0.4670609
12.32,-63.05467,0.39093223,0.07428714,0.4659707
12.33,-63.664722,0.38833576,0.064200066,0.45979968
12.34,-62.708607,0.3939433,0.06419138,0.4697499
12.35,-60.93849,0.38707915,0.07486814,0.47360587
12.36,-62.945385,0.3844793,0.10122432,0.4640401
12.37,-62.613632,0.39269373,0.057534136,0.46705255
12.38,-60.81992,0.38988644,0.059079085,0.4692504
12.39,-63.07019,0.38613018,0.08569092,0.4732786
12.4,-64.721146,0.39970142,0.075033925,0.4694952
12.41,-59.534336,0.39786953,0.06884818,0.4708601
12.42,-60.580044,0.3869634,0.05463045,0.46944505
12.43,-61.31954,0.40191746,0.059318524,0.45676798
12.44,-60.59872,0.3985305,0.06656441,0.47169024
12.45,-60.446075,0.39403704,0.08253297,0.469384
12.46,-63.052814,0.38608387,0.07776296,0.45821843
12.47,-61.054684,0.39167255,0.057243887,0.46885166
12.48,-61.11923,0.3899111,0.062181666,0.4702772
12.49,-60.195114,0.39290574,0.088155076,0.4710447
12.5,-60.822926,0.3844265,0.07340805,0.46533298
12.51,-60.06994,0.39492297,0.056550093,0.46749806
12.52,-61.535397,0.3863771,0.06471423,0.4627853
12.53,-62.03355,0.3867505,0.091585144,0.46705148
12.54,-61.848972,0.39508328,0.072060764,0.46918875
12.55,-62.141895,0.39095527,0.038321942,0.46993786
12.56,-61.610813,0.3921706,0.062042035,0.46017304
12.57,-60.26261,0.39472532,0.086578324,0.46279672
12.58,-62.70109,0.39498118,0.07945068,0.47703427
12.59,-62.572357,0.3871185,0.060605634,0.4661442
12.6,-61.388626,0.38674563,0.099992774,0.4660333
12.61,-62.786983,0.39149377,0.09414913,0.46681476
12.62,-63.998978,0.3940943,0.094980314,0.4659836
12.63,-61.483803,0.38929078,0.0792202,0.48005807
12.64,-62.20965,0.39085323,0.057833724,0.4719921
12.65,-63.355385,0.40117568,0.072142154,0.46225324
12.66,-60.896534,0.39710546,0.07762612,0.46950278
12.67,-62.07027,0.38186216,0.07319741,0.47332138
12.68,-60.25165,0.3901075,0.04801438,0.46525344
12.69,-60.281822,0.38342035,0.084988,0.46756887
12.7,-62.61472,0.3916736,0.06295447,0.46348524
12.71,-60.60309,0.3836142,0.04349049,0.46302232
12.72,-63.958977,0.38898888,0.07373895,0.4676273
12.73,-63.26079,0.385671,0.09225756,0.46545422
12.74,-63.478935,0.3956307,0.079987034,0.46663564
12.75,-60.121685,0.38599703,0.09308201,0.47806638
12.76,-59.798767,0.3934215,0.08100287,0.4734272
12.77,-61.18819,0.39107016,0.068624325,0.46470973
12.78,-62.804356,0.38633275,0.066498175,0.45662385
12.79,-61.167862,0.38337618,0.044181757,0.45757663
12.8,-60.12853,0.38992044,0.06753375,0.47149304
12.81,-60.489864,0.39230603,0.08071154,0.4610101
12.82,-62.600754,0.38899976,0.08479112,0.46893036
12.83,-63.25968,0.3918586,0.053462006,0.4700986
12.84,-61.896557,0.39593303,0.07784432,0.4729557
12.85,-61.515022,0.39161775,0.08859017,0.47206438
12.86,-62.582138,0.39437768,0.077363715,0.47060564
12.87,-60.331326,0.38839462,0.11702278,0.4651168
12.88,-62.42672,0.38998052,0.076671034,0.46521318
12.89,-60.809914,0.38897544,0.07691522,0.4771299
12.9,-63.369213,0.39056948,0.090485975,0.4757191
12.91,-58.007652,0.3933787,0.07961312,0.4720231
12.92,-59.25049,0.3886187,0.07837944,0.46596223
12.93,-62.621265,0.39266488,0.09593545,0.46396634
12.94,-59.996994,0.3950915,0.07051538,0.46512616
12.95,-58.75544,0.38944826,0.09035819,0.45818627
12.96,-62.50282,0.39272967,0.07554976,0.4721036
12.97,-59.803837,0.38878924,0.08299365,0.4655351
12.98,-61.473152,0.38354656,0.046942197,0.46888015
12.99,-60.876972,0.3922986,0.081125185,0.4677153
13.0,-60.550762,0.39395496,0.087007985,0.4760469
13.01,-63.875195,0.40122828,0.069875285,0.4743941
13.02,-61.590904,0.3913907,0.04297306,0.4600526
13.03,-59.419636,0.38755932,0.06967976,0.4658212
13.04,-61.394608,0.39705768,0.07972595,0.4674699
13.05,-61.75337,0.39020422,0.08900655,0.46441278
13.06,-62.163284,0.3962173,0.090080045,0.4632002
13.07,-59.206657,0.38640156,0.08019058,0.46520302
13.08,-60.956505,0.39532673,0.06565197,0.46875894
13.09,-58.741764,0.38806897,0.07458455,0.45942295
13.1,-61.889378,0.37977108,0.084805846,0.4734141
13.11,-59.273598,0.38537288,0.08152124,0.45541948
13.12,-63.617336,0.3959458,0.070901096,0.46568528
13.13,-62.941765,0.38969776,0.07813464,0.47417355
13.14,-61.750614,0.38708597,0.110251404,0.46836713
13.15,-62.6295,0.39842746,0.09594237,0.46838054
13.16,-58.547356,0.3908157,0.07550331,0.45957232
13.17,-59.945457,0.38776636,0.080082014,0.4704625
13.18,-60.611782,0.3859896,0.062174022,0.4681075
13.19,-61.635635,0.38887644,0.08350026,0.46832517
13.2,-61.48014,0.39213198,0.10253404,0.46257365
13.21,-58.192978,0.38971978,0.086809374,0.4606651
13.22,-58.63642,0.38891578,0.08783729,0.45234692
13.23,-58.975067,0.3846181,0.09066958,0.46743754
13.24,-59.454315,0.39244133,0.08252906,0.4648225
13.25,-59.02544,0.37938127,0.101202324,0.46724942
13.26,-60.201725,0.37955737,0.089989245,0.4640278
13.27,-61.120346,0.3935176,0.09844838,0.46398836
13.28,-61.20763,0.39470193,0.08899449,0.47300234
13.29,-60.445377,0.3922429,0.0935437,0.45942467
13.3,-62.569004,0.382226,0.098050065,0.4593016
13.31,-57.760246,0.39379907,0.081379905,0.46618453
13.32,-60.505394,0.3868751,0.11827346,0.46811143
13.33,-61.72199,0.39149693,0.11246956,0.46163663
13.34,-63.2947,0.3890334,0.09012147,0.4711473
13.35,-59.42569,0.3883438,0.10116644,0.4660215
13.36,-59.343605,0.3805102,0.117297836,0.46298504
13.37,-61.63911,0.39206406,0.07729097,0.4624783
13.38,-60.130497,0.38367894,0.105839744,0.46389386
13.39,-60.575813,0.3994059,0.07196258,0.461231
13.4,-59.56986,0.38893527,0.11633436,0.46838182
13.41,-63.323013,0.39015546,0.067840494,0.45378327
13.42,-60.468174,0.4010111,0.08427434,0.46158
13.43,-61.06432,0.3877356,0.09732917,0.46103495
13.44,-59.88878,0.38657844,0.11225601,0.47356364
13.45,-59.196445,0.38984412,0.075260326,0.46586534
13.46,-58.548256,0.3802634,0.09185031,0.46866658
13.47,-61.217148,0.38021365,0.08570398,0.461443
13.48,-60.21283,0.39022377,0.11430049,0.46677217
13.49,-63.47762,0.3892815,0.09506817,0.47127637
13.5,-61.25634,0.37625927,0.088113934,0.47052008
13.51,-58.81479,0.38775402,0.087278344,0.46348664
13.52,-60.016113,0.3767522,0.11581093,0.46266446
13.53,-61.689087,0.38347405,0.0692522,0.47389916
13.54,-58.606384,0.38225314,0.09519368,0.46669012
13.55,-60.255146,0.38626394,0.07379475,0.46334034
13.56,-58.637012,0.3929714,0.09792361,0.46322837
13.57,-61.084835,0.3813336,0.07918369,0.47048986
13.58,-59.192944,0.40134034,0.08483342,0.4677724
13.59,-58.245476,0.3911239,0.10517511,0.4652489
13.6,-56.145126,0.3874183,0.086765654,0.4705993
13.61,-56.101055,0.38953975,0.1156771,0.46744475
13.62,-63.43234,0.38708112,0.08738174,0.46258557
13.63,-58.13175,0.38596967,0.09978652,0.45310614
13.64,-59.6395,0.39016968,0.07429986,0.46778783
13.65,-59.715225,0.38296542,0.09757352,0.463134
13.66,-58.98709,0.38674015,0.11595039,0.46449888
13.67,-63.348957,0.3864493,0.071568266,0.46410134
13.68,-58.63922,0.38554302,0.074920356,0.46600518
13.69,-57.535088,0.39209878,0.09025683,0.45930767
13.7,-61.499805,0.3944258,0.09774091,0.46717462
13.71,-58.172943,0.39389494,0.09013404,0.46610484
13.72,-57.28743,0.38889253,0.07786308,0.46917096
13.73,-56.87699,0.391902,0.09799802,0.46416378
13.74,-62.009853,0.3974348,0.097046636,0.46511418
13.75,-60.23679,0.38906682,0.097788185,0.4675782
13.76,-61.53034,0.39335823,0.07552934,0.4680174
13.77,-60.65054,0.39009383,0.080099195,0.4575305
13.78,-59.796646,0.3982603,0.10740809,0.46871096
13.79,-58.959908,0.39079434,0.09037721,0.46176523
13.8,-60.29375,0.39260563,0.107390374,0.46480057
13.81,-64.39383,0.38617086,0.08521015,0.4692109
13.82,-58.300472,0.3852668,0.0985977,0.45255125
13.83,-58.107502,0.39299604,0.10458647,0.45927474
13.84,-57.024086,0.3931826,0.07909254,0.466348
13.85,-61.691025,0.39028227,0.070902854,0.4593854
13.86,-58.597393,0.38735297,0.123884454,0.4588592
13.87,-59.89271,0.3938129,0.10582541,0.4560105
13.88,-59.984577,0.38331112,0.11331211,0.4677655
13.89,-58.33327,0.3852203,0.10976369,0.4652251
13.9,-59.03207,0.40061125,0.09326162,0.4694995
13.91,-59.490715,0.38736194,0.10568977,0.4653899
13.92,-59.107986,0.3969149,0.094503365,0.45736057
13.93,-57.113224,0.39460137,0.08651242,0.46711487
13.94,-57.501972,0.3824679,0.11296973,0.46335548
13.95,-56.546764,0.37608606,0.12096562,0.46776384
13.96,-60.977283,0.38037172,0.11631121,0.46783173
13.97,-58.257393,0.38848257,0.11119683,0.46022174
13.98,-58.354374,0.39544296,0.09802303,0.4611352
13.99,-59.865017,0.39207822,0.100436576,0.46160963
14.0,-56.916412,0.39956143,0.10508027,0.46060014
14.01,-60.15295,0.39560097,0.06779231,0.46123436
14.02,-56.99753,0.38476768,0.09913156,0.46237862
14.03,-58.444252,0.38611808,0.106846765,0.4566031
14.04,-61.70398,0.39971787,0.120201424,0.46568313
14.05,-60.100277,0.3906436,0.11661724,0.4574147
14.06,-58.172028,0.3936972,0.0969893,0.4643422
14.07,-60.637928,0.3884241,0.080746315,0.46721682
14.08,-58.391243,0.3933704,0.09062206,0.4631277
14.09,-57.737514,0.3909534,0.07073288,0.46746084
14.1,-58.926804,0.38237682,0.08427143,0.4553054
14.11,-55.06164,0.3923469,0.08986191,0.46139252
14.12,-57.63523,0.39251313,0.12336529,0.45741817
14.13,-57.754875,0.39579424,0.10365509,0.46368575
14.14,-56.76057,0.39444,0.123929486,0.4618423
14.15,-58.110954,0.39119786,0.099266425,0.4546236
14.16,-60.02982,0.394589,0.11100697,0.4470031
14.17,-56.254143,0.38562745,0.11570447,0.45964327
14.18,-60.843433,0.39073157,0.097459845,0.4625731
14.19,-57.745056,0.39097852,0.112471096,0.44821003
14.2,-57.998985,0.3898867,0.09674575,0.45803753
14.21,-60.02279,0.40669546,0.08804096,0.45623797
14.22,-57.85794,0.3828229,0.09310266,0.4597515
14.23,-57.458595,0.38985515,0.10975823,0.457176
14.24,-57.786106,0.39723882,0.11106148,0.45929626
14.25,-58.159985,0.39809668,0.08803996,0.45722803
14.26,-57.066883,0.39243343,0.11925812,0.45746243
14.27,-56.884815,0.40293851,0.09641039,0.46388152
14.28,-58.767048,0.39173228,0.097354576,0.45625192
14.29,-57.74086,0.39054742,0.10585203,0.45891708
14.3,-60.59439,0.40118548,0.119054735,0.45793736
14.31,-58.64506,0.3807877,0.112894446,0.46006587
14.32,-57.79681,0.38893425,0.0917645,0.4538073
14.33,-56.923832,0.3862688,0.11731191,0.45079428
14.34,-58.50389,0.3950518,0.08858217,0.4610185
14.35,-57.54174,0.39141095,0.09839784,0.45189583
14.36,-57.512814,0.39400354,0.120723605,0.45388985
14.37,-59.667446,0.3914113,0.117676616,0.45840555
14.38,-58.919975,0.40196776,0.10583192,0.47279483
14.39,-59.26566,0.38568446,0.09051444,0.46190724
14.4,-58.073147,0.39441964,0.11463595,0.45625952
14.41,-58.47676,0.38742247,0.108402595,0.46585655
14.42,-58.86603,0.39653674,0.087061465,0.46205696
14.43,-57.6466,0.38542995,0.105315894,0.44905606
14.44,-55.98626,0.38176894,0.12289966,0.4540748
14.45,-57.40199,0.3901491,0.10540389,0.4558117
14.46,-58.502968,0.39680293,0.118201576,0.45638335
14.47,-58.91956,0.3951521,0.08959188,0.45111334
14.48,-58.098503,0.38960594,0.09917193,0.44636723
14.49,-55.157547,0.39014122,0.10226967,0.46161923
14.5,-59.600693,0.39554912,0.09671719,0.45723212
14.51,-56.70377,0.3998856,0.119467735,0.4585669
14.52,-55.33216,0.40509138,0.10785515,0.46001932
14.53,-53.548515,0.39273033,0.12717418,0.4515058
14.54,-61.510696,0.39904264,0.09794124,0.45064482
14.55,-59.419395,0.3976676,0.09265414,0.46025616
14.56,-57.813656,0.38756356,0.1317992,0.45247012
14.57,-58.093636,0.39352283,0.10776762,0.44791555
14.58,-55.876266,0.39616856,0.110973254,0.46254998
14.59,-58.389606,0.39013213,0.09297073,0.44879156
14.6,-61.470444,0.39650917,0.10874571,0.45441425
14.61,-57.94728,0.3993689,0.1265341,0.4588102
14.62,-57.65085,0.4040431,0.11226512,0.46549258
14.63,-59.234512,0.4009809,0.1133317,0.45331553
14.64,-55.527847,0.39362735,0.124414235,0.44922203
14.65,-57.212708,0.39811158,0.105516575,0.45371917
14.66,-58.229332,0.3913933,0.11820493,0.4513785
14.67,-56.52672,0.3906329,0.101016834,0.45144272
14.68,-55.85866,0.3891574,0.12075998,0.44686693
14.69,-57.473396,0.3931423,0.13799351,0.44676954
14.7,-57.88368,0.39465308,0.09646316,0.45485708
14.71,-58.57668,0.40163603,0.1458561,0.4503092
14.72,-56.179913,0.3951468,0.12140025,0.45129198
14.73,-55.68853,0.38852638,0.12908284,0.44678858
14.74,-55.177597,0.3991962,0.11113938,0.456299
14.75,-59.530334,0.38450822,0.122508466,0.45238596
14.76,-58.57369,0.3997523,0.13290015,0.44328833
14.77,-58.053013,0.39658386,0.12615651,0.45393825
14.78,-57.16296,0.38678387,0.10669054,0.45061126
14.79,-53.647255,0.39648592,0.13087903,0.46267644
14.8,-58.089413,0.39656758,0.15204865,0.4463362
14.81,-57.041683,0.38684505,0.13018712,0.45257792
14.82,-57.648148,0.40094072,0.11632143,0.4501421
14.83,-57.376583,0.3941009,0.11542894,0.44775212
14.84,-54.715946,0.39486572,0.12322017,0.44801232
14.85,-58.14829,0.3858891,0.12181457,0.45758367
14.86,-54.58434,0.38962337,0.121572345,0.45223856
14.87,-58.327827,0.40221387,0.1256396,0.45147884
14.88,-57.140537,0.39660338,0.099801,0.45112026
14.89,-58.370895,0.39746353,0.13414894,0.44876432
14.9,-57.98774,0.39547026,0.11391946,0.4521251
14.91,-57.877144,0.3974817,0.12605669,0.44787768
14.92,-55.371414,0.3980851,0.11916438,0.44989505
14.93,-58.73164,0.40153226,0.14575262,0.44322333
14.94,-55.44462,0.39244527,0.1331267,0.44820833
14.95,-57.75079,0.3963867,0.12818418,0.44947222
14.96,-55.721386,0.38776302,0.1335589,0.44877857
14.97,-56.592236,0.4004967,0.118598536,0.44507506
14.98,-54.208538,0.39324236,0.13658737,0.45067585
14.99,-59.11112,0.39341378,0.097484455,0.4500522
15.0,-57.412685,0.39686406,0.11931805,0.44499674
15.01,-56.17506,0.38677847,0.13680537,0.45189434
15.02,-57.725327,0.40040177,0.12624456,0.44885176
15.03,-55.06213,0.40268025,0.12381029,0.44013017
15.04,-54.777203,0.41015583,0.09653136,0.4392926
15.05,-54.667076,0.40249482,0.09584146,0.45358574
15.06,-56.083584,0.3898114,0.10798448,0.4446156
15.07,-58.967495,0.39885864,0.13379496,0.45131296
