Time,V,n,m,h
20.13,-73.58153,0.63069856,0.010884672,0.18652385
20.14,-72.99206,0.65010285,0.004219503,0.17272344
20.15,-73.09129,0.6332678,0.0172991,0.19049513
20.16,-72.85484,0.6288239,0.05234904,0.18463002
20.17,-74.21877,0.63841563,0.012394447,0.17505755
20.18,-74.38987,0.6355816,0.0,0.18318821
20.19,-73.877235,0.6317534,0.02125562,0.1905044
20.2,-74.125336,0.63486886,0.03606271,0.18279175
20.21,-72.22403,0.6399461,0.017883243,0.17796074
20.22,-74.0518,0.63601184,0.038928017,0.17814732
20.23,-75.27331,0.63065934,0.026850257,0.19280326
20.24,-74.02085,0.6284215,0.0,0.19835873
20.25,-74.70538,0.6288854,0.0,0.19353436
20.26,-73.81385,0.62467283,0.001974173,0.1914343
20.27,-75.834526,0.6275244,0.028816871,0.18771006
20.28,-72.45421,0.62389547,0.023753857,0.1962422
20.29,-71.52303,0.6353506,0.021333378,0.19603229
20.3,-74.65688,0.62378013,0.040897697,0.19134098
20.31,-75.62409,0.6176596,0.0048026685,0.19081004
20.32,-75.604416,0.63276386,0.008959121,0.20115136
20.33,-72.8425,0.62415475,0.0020446358,0.19382907
20.34,-74.12607,0.62294745,0.035640433,0.2025513
20.35,-74.81575,0.619041,0.014718353,0.19647805
20.36,-75.14941,0.629612,0.03746006,0.19510283
20.37,-73.62795,0.61058,0.03711196,0.20603809
20.38,-73.273964,0.6223888,0.001151775,0.19962625
20.39,-74.224434,0.6216384,0.02196096,0.19945587
20.4,-75.512276,0.62125015,0.0050201276,0.20721842
20.41,-74.86357,0.6228205,0.0056245252,0.1981706
20.42,-74.01808,0.61348397,0.0377438,0.20824386
20.43,-72.78063,0.61146414,0.035402484,0.20214753
20.44,-73.25211,0.6117518,0.00034679845,0.19817013
20.45,-73.10718,0.61473703,0.022361998,0.21239178
20.46,-73.41491,0.6179816,0.0,0.2011699
20.47,-74.11451,0.60790753,0.052210853,0.20463137
20.48,-74.323555,0.6197828,0.019680807,0.21118619
20.49,-72.82592,0.61547947,0.01021245,0.2096842
20.5,-75.516304,0.61087227,0.02378172,0.20545416
20.51,-73.12269,0.6089127,0.02212372,0.21249309
20.52,-73.425766,0.6037726,0.016604612,0.20846437
20.53,-72.94907,0.61657184,0.010802141,0.21024823
20.54,-74.24863,0.6087963,0.016968627,0.21756919
20.55,-73.62453,0.60874444,0.03681673,0.21470761
20.56,-74.39896,0.6172569,0.0038086297,0.22273405
20.57,-74.160706,0.60680956,0.009693179,0.21965142
20.58,-74.24773,0.6115866,0.008139879,0.22160955
20.59,-73.77014,0.6080709,0.033437267,0.21884325
20.6,-74.70543,0.60148907,0.024573015,0.21963695
20.61,-73.7184,0.5971096,0.0,0.21906187
20.62,-74.520035,0.6056484,0.0,0.21779123
20.63,-72.77415,0.6036778,0.0146390945,0.22216177
20.64,-74.248314,0.60221535,0.025289036,0.22184645
20.65,-70.4445,0.60117525,0.0338203,0.22368793
20.66,-73.12645,0.60420406,0.030244227,0.21930455
20.67,-71.43097,0.5960976,0.004522929,0.22725762
20.68,-74.6071,0.5910527,0.01683794,0.22309035
20.69,-74.253716,0.583555,0.04520183,0.23119798
20.7,-71.573105,0.5970817,0.0013504736,0.231504
20.71,-74.623665,0.5993012,0.011845177,0.22272702
20.72,-70.72227,0.5916243,0.0020930944,0.22122735
20.73,-73.89675,0.5965709,0.03873065,0.231326
20.74,-75.03876,0.59500414,0.013894251,0.23389202
20.75,-74.32407,0.5816053,0.0,0.23331225
20.76,-76.09998,0.589877,0.0,0.22719517
20.77,-73.189316,0.59332514,0.01735751,0.22936018
20.78,-74.02515,0.5941168,0.026156083,0.23045512
20.79,-71.15338,0.58887804,0.013550861,0.236875
20.8,-72.52271,0.5868989,0.0,0.23526959
20.81,-73.52691,0.5941706,0.00013758801,0.23307407
20.82,-74.71603,0.5895859,0.027033944,0.2413463
20.83,-72.31939,0.59553456,0.0026928848,0.24294017
20.84,-74.37571,0.5824816,0.013811557,0.23901254
20.85,-72.36072,0.59077597,0.019922998,0.23205172
20.86,-73.553535,0.57893217,0.023410285,0.24376924
20.87,-70.043594,0.5774541,0.03176585,0.24036905
20.88,-75.57966,0.5880749,0.02514086,0.23493168
20.89,-70.83093,0.58888495,0.005989246,0.23825057
20.9,-70.842354,0.5912155,0.05280299,0.25119677
20.91,-72.131,0.5864919,0.0045022173,0.2402922
20.92,-73.10882,0.5755973,0.039950214,0.2420613
20.93,-74.670586,0.57634485,0.0,0.24501097
20.94,-73.00962,0.57911795,0.0,0.24393933
20.95,-75.474976,0.58375376,0.02609406,0.24664724
20.96,-73.07939,0.5802838,0.0,0.24032834
20.97,-75.40406,0.5742955,0.0380108,0.25241634
20.98,-75.50023,0.58046633,0.0,0.2572143
20.99,-73.65835,0.575899,0.004282576,0.25780877
21.0,-74.318474,0.5758313,0.03828867,0.23873363
21.01,-73.71039,0.57146853,0.0015106294,0.25037953
21.02,-72.51505,0.581345,0.015206768,0.2557139
21.03,-74.28391,0.5790614,0.020928256,0.24413802
21.04,-74.68191,0.5755059,0.049189713,0.24813244
21.05,-73.46037,0.5736217,0.0,0.25585327
21.06,-74.81128,0.57120115,0.007523425,0.25684646
21.07,-71.543434,0.5720373,0.0108911805,0.26065907
21.08,-73.197205,0.5705906,0.0008140523,0.253387
21.09,-72.91514,0.579843,0.0067792702,0.2512688
21.1,-72.48842,0.57166034,0.010849027,0.25349212
21.11,-72.889946,0.5655633,0.0381454,0.2636276
21.12,-74.73705,0.5623269,0.03703586,0.2593096
21.13,-74.00867,0.56718636,0.003398724,0.25644812
21.14,-74.39917,0.57310516,0.007843631,0.2662851
21.15,-74.51399,0.57456046,0.038723484,0.26840964
21.16,-73.660645,0.57295084,0.02448163,0.25168228
21.17,-72.69935,0.5645087,0.0,0.26531038
21.18,-70.86771,0.55429494,0.040979654,0.27055177
21.19,-73.042206,0.5697398,0.030353067,0.26497278
21.2,-73.13275,0.5648731,0.02699474,0.2688308
21.21,-75.102646,0.5658113,0.009439813,0.26784992
21.22,-70.87686,0.5633552,0.014805883,0.26459017
21.23,-72.464386,0.5696994,0.056704544,0.27530184
21.24,-74.144424,0.55788416,0.027185991,0.2667539
21.25,-75.72826,0.5494689,0.021144163,0.26692843
21.26,-72.10434,0.5682577,0.019664638,0.26399946
21.27,-77.4506,0.5743058,0.014933102,0.2659296
21.28,-73.82752,0.56311107,0.023383256,0.26747403
21.29,-72.685814,0.55476725,0.0265445,0.27394244
21.3,-73.74945,0.56114244,0.02762647,0.26925316
21.31,-72.73188,0.56218415,0.009359298,0.27557808
21.32,-70.781425,0.5457887,2.7505681e-5,0.27709335
21.33,-73.97789,0.5605199,0.0,0.27597296
21.34,-74.264305,0.55489457,0.03815957,0.27387545
21.35,-72.67719,0.55393946,0.015657851,0.2687837
21.36,-70.4435,0.54954535,0.0,0.27278352
21.37,-78.174095,0.556694,0.013628084,0.26686838
21.38,-71.13407,0.5552411,0.02505123,0.28117964
21.39,-74.36858,0.55031794,0.023631286,0.27744982
21.4,-71.412834,0.5627984,0.01648521,0.2818402
21.41,-75.89231,0.5529084,0.029460266,0.2859645
21.42,-73.47685,0.5522028,0.021058124,0.28530487
21.43,-70.06301,0.5416647,0.02458734,0.27678356
21.44,-70.49893,0.5569465,0.0062408326,0.2856282
21.45,-74.01868,0.54402673,0.019531202,0.28975016
21.46,-70.21571,0.5432511,0.0111444,0.27519116
21.47,-72.77011,0.55728495,0.013973911,0.2903708
21.48,-71.971695,0.5462895,0.0,0.28174967
21.49,-73.72979,0.5456916,0.0,0.2968333
21.5,-72.69833,0.5475382,0.021340739,0.2828867
21.51,-72.77482,0.54812783,0.0,0.2787743
21.52,-74.86834,0.5527854,0.038845785,0.28429678
21.53,-72.97039,0.54607266,0.03271366,0.2861099
21.54,-71.872734,0.54666114,0.03856993,0.28859147
21.55,-72.16205,0.55100524,0.026301634,0.29189205
21.56,-70.82189,0.5422676,0.0033400059,0.29400998
21.57,-72.76745,0.5351128,0.023094814,0.2874062
21.58,-72.15005,0.554776,0.002831567,0.28605998
21.59,-74.15791,0.5470032,0.0067452053,0.29774493
21.6,-73.74918,0.53608805,0.044367585,0.29040965
21.61,-73.47686,0.54472846,0.0,0.29267454
21.62,-73.42521,0.53701407,0.026106408,0.29562017
21.63,-72.69718,0.53967977,0.0067681326,0.28144172
21.64,-70.78283,0.53494906,0.030215628,0.2992884
21.65,-71.03672,0.5420103,0.015539208,0.28060815
21.66,-73.19602,0.54025334,0.013992928,0.29728916
21.67,-71.98101,0.53823906,0.039418757,0.2960788
21.68,-71.70448,0.5321973,0.025808865,0.29739857
21.69,-72.32404,0.5388091,0.039252322,0.29011863
21.7,-73.99895,0.53562844,0.015841674,0.29704586
21.71,-71.87998,0.5354417,0.02404756,0.30100948
21.72,-68.84062,0.5260503,0.014846316,0.2921619
21.73,-72.37863,0.52501714,0.02478358,0.3064036
21.74,-72.9651,0.53275794,0.014017377,0.29998186
21.75,-69.86607,0.5340415,0.03196611,0.29547969
21.76,-73.89652,0.52839994,0.027186915,0.30158654
21.77,-72.18882,0.5309082,0.034500673,0.30776253
21.78,-72.28771,0.53085583,0.0068986723,0.29679024
21.79,-76.00617,0.53365105,0.020331064,0.31161314
21.8,-72.1628,0.53655267,0.03510688,0.29959375
21.81,-72.154945,0.5241536,0.0065660533,0.30279443
21.82,-72.49644,0.51727515,0.022216203,0.30330184
21.83,-73.685,0.51995814,0.026459435,0.30863997
21.84,-72.33925,0.52793187,0.01865276,0.30404308
21.85,-73.38246,0.517945,0.015744258,0.31723166
21.86,-70.24308,0.5257795,0.025832905,0.31222147
21.87,-70.667564,0.52780384,0.02713313,0.3055535
21.88,-70.09563,0.52039045,0.015694022,0.3127499
21.89,-69.33441,0.53210956,0.014992803,0.3118423
21.9,-69.24112,0.5181556,0.015372377,0.31270695
21.91,-72.36553,0.5253081,0.003045816,0.30661586
21.92,-75.31148,0.5278837,0.026020985,0.3195293
21.93,-69.20742,0.5150374,0.038157493,0.30337057
21.94,-71.138214,0.5159802,0.024695486,0.3101273
21.95,-74.55268,0.5186245,0.049018998,0.30996487
21.96,-72.23528,0.5232337,0.019618163,0.31664497
21.97,-74.00634,0.5192712,0.0065219924,0.3283064
21.98,-69.36308,0.52582794,0.016242947,0.31394383
21.99,-72.00565,0.52051413,0.005857952,0.32076046
22.0,-71.36267,0.5189084,0.012470696,0.31561312
22.01,-72.81304,0.5151272,0.03294671,0.3225808
22.02,-70.719635,0.51495755,0.03681753,0.32498315
22.03,-73.192535,0.513386,0.011187499,0.31506255
22.04,-70.05095,0.5094408,0.02050561,0.31214172
22.05,-70.997574,0.5235283,0.004380077,0.3173358
22.06,-72.027306,0.5284306,0.0077657374,0.3261377
22.07,-72.700676,0.51119655,0.0015288014,0.31785077
22.08,-73.45159,0.5194249,0.040942736,0.32699248
22.09,-71.555374,0.51931083,0.032705817,0.33616218
22.1,-70.65809,0.52194244,0.010011609,0.32645074
22.11,-73.97051,0.51346785,0.033143256,0.3215476
22.12,-71.40616,0.5074253,0.0,0.3290389
22.13,-72.020485,0.5036908,0.021932824,0.32579538
22.14,-69.55302,0.50477064,0.027933702,0.3128067
22.15,-72.19717,0.5066814,0.022857614,0.32037777
22.16,-69.26512,0.5087813,0.022951813,0.32586154
22.17,-70.32177,0.5116337,0.0,0.3312785
22.18,-73.40078,0.5150108,0.02816397,0.32959178
22.19,-74.04994,0.5104647,0.0,0.3265919
22.2,-70.111015,0.51324284,0.009244189,0.33122152
22.21,-72.76928,0.50154346,0.009853274,0.3289752
22.22,-70.950836,0.50979143,0.029644528,0.3226886
22.23,-70.24834,0.50459075,0.03696946,0.3330151
22.24,-73.36639,0.5031292,0.014754922,0.33763984
22.25,-70.61323,0.50916916,0.029470634,0.33114094
22.26,-72.95946,0.49862415,0.041127726,0.33192235
22.27,-70.968124,0.50187033,0.0066714194,0.3327925
22.28,-71.924866,0.50565624,0.0,0.335386
22.29,-71.75364,0.502566,0.0,0.33898854
22.3,-71.51516,0.5012062,0.015221463,0.32786962
22.31,-69.82786,0.5062211,0.044792697,0.3427497
22.32,-70.351364,0.4899609,0.03678219,0.34155846
22.33,-70.43906,0.5009414,0.0,0.3362724
22.34,-72.021126,0.5023784,0.020720674,0.34103522
22.35,-70.73903,0.49100798,0.023143167,0.33877724
22.36,-71.6392,0.50430405,0.019895202,0.34276074
22.37,-69.68682,0.49059242,0.026822064,0.34100336
22.38,-72.94284,0.495383,0.008560071,0.34612185
22.39,-70.40744,0.5013587,0.036662135,0.34372604
22.4,-70.2843,0.49875954,0.040284753,0.3437071
22.41,-73.12719,0.49810264,0.01443768,0.33417195
22.42,-70.45767,0.49527687,0.050932728,0.3374388
22.43,-70.61141,0.49526116,0.021775786,0.3365494
22.44,-72.65048,0.49428156,0.019958366,0.33967364
22.45,-70.17836,0.49849638,0.0,0.33603948
22.46,-72.18196,0.49524337,0.039076768,0.3481436
22.47,-69.9044,0.49355394,0.0154262455,0.34699637
22.48,-70.82089,0.49506667,0.04940398,0.34766987
22.49,-68.97284,0.5001789,0.037101902,0.34598896
22.5,-70.02412,0.49404866,0.018077508,0.3468992
22.51,-71.30699,0.4994047,0.0,0.3495995
22.52,-71.51829,0.49736765,0.047460403,0.34499425
22.53,-70.68813,0.4948529,0.028121356,0.35059258
22.54,-72.60782,0.4940284,0.020539878,0.34560505
22.55,-71.02835,0.49750736,0.018454857,0.34870666
22.56,-69.06736,0.49220482,0.011742239,0.34420568
22.57,-71.52725,0.4877561,0.014386149,0.35363474
22.58,-72.08841,0.49365905,0.013167355,0.35087875
22.59,-70.37906,0.4802216,0.03809056,0.35378525
22.6,-69.66418,0.5027518,0.028123789,0.3509819
22.61,-70.497925,0.4841831,0.027986443,0.35359234
22.62,-70.29653,0.48570362,0.033348247,0.3496827
22.63,-71.26791,0.4894717,0.025019256,0.3503049
22.64,-71.9142,0.47806618,0.04919782,0.34912091
22.65,-68.906876,0.49047402,0.023765488,0.3534965
22.66,-67.95189,0.49322867,0.029014027,0.35544443
22.67,-67.29094,0.49033117,0.03141801,0.36459103
22.68,-70.6623,0.49344173,0.004106542,0.35018307
22.69,-71.55938,0.48307422,0.074082755,0.3615367
22.7,-71.59402,0.47629228,0.047494777,0.35245892
22.71,-68.67692,0.48737186,0.04503923,0.35398278
22.72,-67.53278,0.47930595,0.05936087,0.36746752
22.73,-71.76496,0.48572418,0.00068140216,0.3580974
22.74,-71.512695,0.48302206,0.030304566,0.36651793
22.75,-71.295586,0.4884347,0.03451951,0.36198133
22.76,-68.216446,0.47183254,0.043319486,0.3521225
22.77,-69.59286,0.47990066,0.026785811,0.36260554
22.78,-70.370476,0.48934245,0.039118387,0.36833137
22.79,-72.06254,0.47113636,0.029013187,0.35557082
22.8,-72.08872,0.4744847,0.005749028,0.35778832
22.81,-68.05863,0.48178592,0.05184604,0.3622051
22.82,-72.06493,0.47787622,0.04251297,0.3652437
22.83,-72.61364,0.47660527,0.036486216,0.3564107
22.84,-70.92872,0.4753979,0.017972328,0.36604965
22.85,-69.21044,0.47458386,0.03420786,0.35610923
22.86,-69.28247,0.4768573,0.04502556,0.36026123
22.87,-70.0786,0.46431053,0.029438382,0.3576362
22.88,-69.0902,0.47042963,0.009024657,0.36707634
22.89,-67.71314,0.47115663,0.022929072,0.37350023
22.9,-68.4411,0.471969,0.024986938,0.365452
22.91,-70.529816,0.4697568,0.0057151057,0.36081442
22.92,-71.39662,0.477338,0.018729294,0.3682306
22.93,-70.64399,0.48146433,0.0,0.36754662
22.94,-70.81988,0.47713748,0.013500172,0.35707065
22.95,-69.72216,0.4796702,0.010457205,0.362455
22.96,-70.846,0.48243475,0.032258634,0.36926907
22.97,-71.459625,0.4768652,0.011000669,0.36375096
22.98,-70.1179,0.47269154,0.04202526,0.36512798
22.99,-70.07519,0.4785925,0.025858391,0.36602607
23.0,-69.16948,0.47163144,0.03464755,0.37725857
23.01,-68.69491,0.47803012,0.01957772,0.36619803
23.02,-67.31701,0.47166005,0.042606533,0.3724313
23.03,-69.00104,0.47712007,0.013376518,0.37124804
23.04,-69.229576,0.4720208,0.028911544,0.36253342
23.05,-67.46788,0.47920388,0.026034277,0.37203625
23.06,-67.84504,0.47040197,0.040577695,0.37578756
23.07,-73.83917,0.47539288,0.026208183,0.3739741
23.08,-64.9376,0.4701718,0.03534674,0.36673802
23.09,-71.94831,0.460791,0.02862485,0.36634824
23.1,-69.70299,0.46805224,0.035074033,0.36570543
23.11,-69.7106,0.48041493,0.03883622,0.37657702
23.12,-71.21633,0.4648698,0.029362207,0.37612095
23.13,-70.81016,0.46257266,0.01765873,0.38324267
23.14,-68.750206,0.47946268,0.04956209,0.37374577
23.15,-69.650276,0.46814957,0.040465206,0.37664336
23.16,-70.32132,0.46435243,0.028989548,0.37312475
23.17,-69.616615,0.45760155,0.03349799,0.37617177
23.18,-69.07244,0.46248192,0.06739331,0.3706719
23.19,-67.84933,0.46918467,0.007731164,0.37314
23.2,-71.84013,0.46228635,0.036409803,0.3790527
23.21,-66.97696,0.4550794,0.04617212,0.3865557
23.22,-67.988754,0.46783388,0.011736719,0.37751
23.23,-68.87423,0.47599345,0.04523163,0.36341953
23.24,-69.95118,0.4671134,0.035334986,0.39046025
23.25,-72.03916,0.4591236,0.03395422,0.3755121
23.26,-69.13548,0.4679355,0.044137627,0.39526576
23.27,-69.86605,0.4625808,0.024624351,0.39155793
23.28,-70.07995,0.4539126,0.0098445825,0.37147504
23.29,-68.17069,0.4640045,0.0,0.38036445
23.3,-68.99447,0.4586146,0.020566158,0.3740032
23.31,-70.46623,0.4666357,0.026796361,0.37566876
23.32,-69.16661,0.46056446,0.012206145,0.38143346
23.33,-69.70979,0.45615906,0.045562774,0.38658175
23.34,-66.45288,0.45492318,0.03708298,0.3855382
23.35,-69.37774,0.45089749,0.02923975,0.38068864
23.36,-67.208046,0.46599212,0.030130502,0.38036215
23.37,-67.11815,0.4536948,0.035351746,0.38880232
23.38,-68.623116,0.46439672,0.04995744,0.38443038
23.39,-69.39341,0.45516446,0.03400513,0.39115286
23.4,-69.05809,0.45034984,0.045513988,0.39164937
23.41,-68.70722,0.46847096,0.046913438,0.38308117
23.42,-67.10903,0.45533907,0.035325494,0.38868347
23.43,-70.51693,0.44879094,0.019881278,0.38741156
23.44,-71.83221,0.4486704,0.015014779,0.39488888
23.45,-66.08401,0.45500728,0.035036467,0.3893684
23.46,-69.79176,0.45612904,0.043410018,0.382585
23.47,-70.28364,0.45577142,0.02609855,0.39168495
23.48,-65.918076,0.45206812,0.037573796,0.38843212
23.49,-69.286766,0.45618215,0.042219795,0.38936394
23.5,-68.70751,0.45012176,0.043124754,0.38522366
23.51,-66.45678,0.4559573,0.037305016,0.3903065
23.52,-64.500145,0.4568823,0.04068836,0.38297114
23.53,-68.5701,0.45442066,0.008412624,0.39291584
23.54,-68.44781,0.45877436,0.046157364,0.3885263
23.55,-70.781586,0.4558452,0.04434344,0.39951858
23.56,-68.46435,0.45950317,0.06684148,0.3909139
23.57,-68.19066,0.45816493,0.032043144,0.3970158
23.58,-64.16054,0.45806327,0.022211324,0.39620456
23.59,-69.10471,0.4457498,0.028481327,0.404391
23.6,-66.71571,0.45493707,0.033982586,0.40396667
23.61,-66.686485,0.44775558,0.030593408,0.40027612
23.62,-71.01979,0.45048,0.035246927,0.3928515
23.63,-70.813805,0.4504812,0.041990455,0.39710686
23.64,-70.69849,0.45622048,0.060346104,0.39032477
23.65,-67.45092,0.44194698,0.023513455,0.3972982
23.66,-65.10013,0.44656286,0.04066443,0.39387834
23.67,-69.311615,0.43884516,0.05945506,0.4028555
23.68,-68.76488,0.449548,0.018226672,0.39540133
23.69,-68.64035,0.44189158,0.025462538,0.39637712
23.7,-67.502846,0.45007536,0.031028412,0.40053734
23.71,-71.04281,0.448025,0.031333774,0.399307
23.72,-65.25528,0.44239736,0.03171029,0.40142417
23.73,-68.89889,0.44966742,0.013879854,0.40314358
23.74,-68.90953,0.4412053,0.012704711,0.40485027
23.75,-68.72126,0.4550982,0.035531074,0.39915365
23.76,-65.668915,0.4486864,0.05390981,0.40404433
23.77,-67.68531,0.4481415,0.014478603,0.39942932
23.78,-68.2923,0.4381124,0.03311305,0.390787
23.79,-66.95255,0.43938717,0.02919781,0.41684702
23.8,-72.12559,0.4419607,0.0049581174,0.39775833
23.81,-67.062096,0.44063884,0.026707089,0.39529562
23.82,-69.22337,0.43895665,0.049133103,0.40556148
23.83,-67.82649,0.4481277,0.024423512,0.40144202
23.84,-67.39317,0.43812364,0.0366392,0.3954815
23.85,-67.84303,0.43746608,0.0423942,0.40121385
23.86,-69.83834,0.4280342,0.0496178,0.41099524
23.87,-67.96092,0.43928012,0.018051157,0.4064196
23.88,-66.42092,0.44638777,0.044198595,0.4130087
23.89,-68.32238,0.4366082,0.046883486,0.41577312
23.9,-68.2255,0.43998796,0.03000965,0.4041589
23.91,-70.168365,0.43441024,0.02943115,0.39744416
23.92,-65.27834,0.43694124,0.03747786,0.40221262
23.93,-67.96344,0.43786964,0.0152534135,0.40482244
23.94,-68.657845,0.44395426,0.04747147,0.40576148
23.95,-67.35913,0.43734783,0.05068036,0.4125002
23.96,-67.785095,0.4389102,0.044929944,0.41172868
23.97,-67.622345,0.43958595,0.04343491,0.41397414
23.98,-64.743904,0.43918416,0.028906003,0.40767643
23.99,-66.85267,0.43296748,0.05631028,0.39994386
24.0,-66.8961,0.4393177,0.05384771,0.4148389
24.01,-66.48235,0.43670005,0.0032016635,0.41233277
24.02,-66.77615,0.4364938,0.038399383,0.40436733
24.03,-70.7909,0.43398818,0.043119382,0.41171607
24.04,-67.35687,0.43777233,0.017813781,0.41385162
24.05,-67.93328,0.4386349,0.04899472,0.40354982
24.06,-68.25051,0.44433215,0.030773323,0.4165376
24.07,-65.802986,0.43234575,0.052188993,0.4122669
24.08,-68.803314,0.43261138,0.011271009,0.41173878
24.09,-65.80338,0.43158764,0.03416769,0.41628304
24.1,-68.78783,0.4382452,0.033948652,0.4176066
24.11,-69.19233,0.4330361,0.04372833,0.40880173
24.12,-67.135376,0.4385853,0.027127469,0.41435498
24.13,-66.12222,0.439308,0.028071307,0.4075388
24.14,-66.63055,0.42891026,0.0017473139,0.4108979
24.15,-66.82064,0.43491164,0.046944443,0.4074099
24.16,-66.92423,0.42964968,0.042494707,0.411705
24.17,-67.03216,0.43117175,0.05478269,0.4100959
24.18,-69.315445,0.43284175,0.046896446,0.4153452
24.19,-65.97467,0.43167362,0.057394568,0.41223007
24.2,-65.8122,0.4354326,0.03564106,0.41479507
24.21,-66.3946,0.43072927,0.03126496,0.420019
24.22,-67.749886,0.42929804,0.020186594,0.42193884
24.23,-65.01263,0.44363326,0.026505962,0.41679552
24.24,-65.44451,0.43305287,0.061991457,0.41090596
24.25,-67.47594,0.4401587,0.026605241,0.41269636
24.26,-68.56989,0.4246973,0.06000289,0.40770233
24.27,-69.6639,0.43567938,0.010558724,0.41561437
24.28,-67.60031,0.42563325,0.059605002,0.42107597
24.29,-67.69573,0.4320804,0.046605945,0.41492784
24.3,-67.13694,0.42501992,0.04164628,0.42742822
24.31,-64.827415,0.429916,0.07374877,0.41604912
24.32,-69.642075,0.42278957,0.035752945,0.42039755
24.33,-66.50034,0.4416285,0.023936821,0.41702038
24.34,-68.85834,0.43534806,0.048644762,0.42125443
24.35,-68.4369,0.42361644,0.043584317,0.42619357
24.36,-70.11091,0.4388879,0.033037443,0.41113403
24.37,-68.74338,0.42708713,0.018512221,0.41702816
24.38,-67.050095,0.42471918,0.036101066,0.4183424
24.39,-68.26055,0.42650363,0.037231,0.41575792
24.4,-65.41773,0.4269165,0.062047534,0.417518
24.41,-68.2096,0.42817438,0.043504555,0.41758743
24.42,-67.19688,0.431964,0.03310112,0.42163065
24.43,-68.70307,0.4301752,0.050319187,0.4221205
24.44,-66.863335,0.41872877,0.023448369,0.4237956
24.45,-65.95666,0.4256345,0.0086722,0.42196193
24.46,-69.67731,0.4250021,0.05606775,0.43645623
24.47,-67.41585,0.42158613,0.033048898,0.42153668
24.48,-66.01524,0.41987947,0.015193023,0.42582765
24.49,-63.131844,0.4316504,0.052769497,0.4215457
24.5,-66.5892,0.41715756,0.044157434,0.42207047
24.51,-69.42149,0.4221333,0.030503344,0.41637143
24.52,-66.44507,0.4282973,0.05405505,0.42095616
24.53,-64.810295,0.42679626,0.028445877,0.42011893
24.54,-66.50714,0.41925085,0.062744886,0.42301914
24.55,-67.53023,0.42531526,0.05444304,0.42692792
24.56,-67.49772,0.42792487,0.038420618,0.41898566
24.57,-65.40268,0.42567047,0.04127039,0.4215858
24.58,-63.23539,0.41761696,0.04909785,0.42613095
24.59,-66.5221,0.42373863,0.054844175,0.4267582
24.6,-64.63975,0.42131233,0.02980455,0.4233071
24.61,-61.97705,0.42659447,0.016586525,0.4264846
24.62,-68.21297,0.42467883,0.049753275,0.4284329
24.63,-69.81175,0.42467603,0.05216325,0.42381138
24.64,-67.54511,0.42792374,0.048502166,0.4293349
24.65,-66.39257,0.42149526,0.06415861,0.4270076
24.66,-65.22905,0.42008823,0.050267223,0.43294886
24.67,-66.90119,0.4150962,0.026835173,0.4376502
24.68,-65.323326,0.4220366,0.025283916,0.4212954
24.69,-66.901276,0.43200353,0.037896965,0.4326772
24.7,-67.01603,0.42694324,0.020939702,0.4271182
24.71,-64.09573,0.41104504,0.02529567,0.42805108
24.72,-69.33739,0.41694075,0.05410682,0.43270785
24.73,-65.46486,0.42511734,0.042697154,0.43146706
24.74,-66.70043,0.41169462,0.029023822,0.430563
24.75,-67.037125,0.4225281,0.035261832,0.43272617
24.76,-66.32823,0.41636193,0.033559322,0.4312925
24.77,-67.02389,0.42235193,0.05949342,0.42484123
24.78,-66.02806,0.41881147,0.054534845,0.43934754
24.79,-67.817474,0.4142233,0.042726856,0.4348593
24.8,-67.66384,0.42230886,0.04065332,0.42648044
24.81,-66.3564,0.42192575,0.057566546,0.42890206
24.82,-64.67502,0.41810587,0.03449981,0.43435314
24.83,-65.447784,0.41602218,0.045204423,0.42428917
24.84,-67.10957,0.41881156,0.06833577,0.43115452
24.85,-62.41977,0.42064542,0.041369326,0.4342044
24.86,-65.51813,0.4154024,0.031518035,0.43270427
24.87,-67.12482,0.41188633,0.05318221,0.4288403
24.88,-65.352684,0.41529763,0.056310613,0.4250729
24.89,-67.42998,0.4140551,0.044207003,0.43194136
24.9,-65.89313,0.4154416,0.03205662,0.43902263
24.91,-65.40234,0.41935936,0.038174283,0.43396795
24.92,-66.9636,0.4153095,0.03542069,0.42897552
24.93,-67.091606,0.41505286,0.053357694,0.43752107
24.94,-64.93941,0.40952733,0.049359575,0.43564355
24.95,-65.0449,0.4114298,0.049253788,0.43174386
24.96,-67.37096,0.415129,0.054102615,0.43718803
24.97,-67.01431,0.4105131,0.035251137,0.43713212
24.98,-63.15806,0.42221183,0.072209746,0.42882565
24.99,-68.12618,0.4064423,0.035450008,0.442553
25.0,-65.556114,0.4180071,0.025925605,0.4385534
25.01,-65.60065,0.40750507,0.039815888,0.4310234
25.02,-66.024124,0.41458675,0.056145117,0.4410483
25.03,-65.35655,0.41307342,0.028745791,0.43489328
25.04,-65.94905,0.4131684,0.03936819,0.43415004
25.05,-65.550446,0.4083815,0.051856402,0.43959787
25.06,-65.98374,0.40864226,0.032579668,0.43229342
25.07,-65.510994,0.4116179,0.0696826,0.44543892
25.08,-67.22553,0.40738747,0.034650862,0.43955538
25.09,-68.388176,0.40399694,0.024393352,0.4351896
25.1,-66.81016,0.40963557,0.04358051,0.44243452
25.11,-65.909004,0.40386638,0.045622688,0.4426442
25.12,-65.11509,0.3988817,0.059121802,0.4343781
25.13,-63.531933,0.40758455,0.03600672,0.4432425
25.14,-65.032745,0.41090685,0.048808984,0.44435772
